Year,Prscrbr_Geo_Lvl,Prscrbr_Geo_Desc,Breakout_Type,Breakout,Tot_Prscrbrs,Tot_Opioid_Prscrbrs,Tot_Opioid_Clms,Tot_Clms,Opioid_Prscrbng_Rate,Opioid_Prscrbng_Rate_5Y_Chg,Opioid_Prscrbng_Rate_1Y_Chg,LA_Tot_Opioid_Clms,LA_Opioid_Prscrbng_Rate,LA_Opioid_Prscrbng_Rate_5Y_Chg,LA_Opioid_Prscrbng_Rate_1Y_Chg
2018,State,Nebraska,Totals,Overall,"7,309","5,334","416,621","9,711,147",4.29%,-0.86%,-0.21%,"57,471",13.79%,-0.59%,-0.26%
2018,State,Nevada,Totals,Overall,"8,287","5,869","604,152","9,641,913",6.27%,-1.94%,-0.96%,"82,819",13.71%,-1.08%,-0.30%
2018,State,"New Hampshire",Totals,Overall,"6,280","4,108","254,560","5,917,789",4.30%,-2.00%,-0.28%,"50,668",19.90%,-1.41%,-1.06%
2018,State,"New Jersey",Totals,Overall,"32,263","20,400","1,261,303","36,998,355",3.41%,-0.94%,-0.38%,"194,169",15.39%,-1.22%,-1.02%
2018,State,"New Mexico",Totals,Overall,"7,682","5,347","400,898","7,524,386",5.33%,-1.28%,-0.40%,"41,073",10.25%,-2.94%,-0.91%
2018,State,"New York",Totals,Overall,"94,524","52,569","2,652,977","99,927,942",2.65%,-0.54%,-0.20%,"357,563",13.48%,-1.20%,-0.63%
2018,State,"North Carolina",Totals,Overall,"36,863","27,597","2,822,279","53,706,368",5.26%,-1.12%,-0.42%,"355,468",12.60%,-0.70%,-0.59%
2018,State,"North Dakota",Totals,Overall,"3,026","2,147","136,499","3,817,466",3.58%,-1.08%,-0.33%,"19,186",14.06%,-3.58%,-1.33%
2018,State,Ohio,Totals,Overall,"46,579","32,421","2,696,898","64,045,351",4.21%,-1.67%,-0.43%,"266,991",9.90%,-1.62%,-0.45%
2018,State,Oklahoma,Totals,Overall,"12,320","9,063","1,190,171","17,803,703",6.68%,-1.13%,-0.41%,"156,315",13.13%,0.25%,-0.82%
2018,State,Oregon,Totals,Overall,"17,427","12,347","1,032,013","17,110,147",6.03%,-1.58%,-0.47%,"137,913",13.36%,-4.68%,-1.44%
2018,State,Pennsylvania,Totals,Overall,"58,788","36,993","3,006,794","75,965,494",3.96%,-1.12%,-0.39%,"444,007",14.77%,-1.02%,-0.93%
2018,State,"Rhode Island",Totals,Overall,"5,031","3,346","184,263","6,155,210",2.99%,-1.23%,-0.27%,"19,748",10.72%,-1.46%,-0.82%
2018,State,"South Carolina",Totals,Overall,"17,338","12,152","1,380,213","26,529,907",5.20%,-1.69%,-0.44%,"139,873",10.13%,0.38%,-0.09%
2018,State,"South Dakota",Totals,Overall,"3,436","2,540","190,210","4,348,369",4.37%,-0.88%,-0.40%,"29,796",15.66%,-1.82%,-0.62%
2018,State,Tennessee,Totals,Overall,"25,515","18,936","2,481,486","40,226,477",6.17%,-1.25%,-0.51%,"269,830",10.87%,-3.21%,-1.13%
2018,State,Texas,Totals,Overall,"76,460","55,020","4,833,107","95,543,731",5.06%,-1.11%,-0.30%,"405,520",8.39%,0.33%,-0.46%
2018,State,Utah,Totals,Overall,"9,104","6,889","537,426","7,907,035",6.80%,-1.01%,-0.47%,"74,550",13.87%,-0.52%,-0.75%
2018,State,Vermont,Totals,Overall,"2,778","1,776","117,296","2,699,094",4.35%,-1.64%,-0.52%,"24,883",21.21%,-0.86%,-0.23%
2018,State,Virginia,Totals,Overall,"27,466","19,641","1,388,036","31,488,501",4.41%,-1.63%,-0.46%,"162,225",11.69%,0.24%,-0.14%
2018,State,Washington,Totals,Overall,"28,635","19,833","1,458,542","24,719,635",5.90%,-1.18%,-0.50%,"210,669",14.44%,-2.92%,-1.03%
2018,State,"West Virginia",Totals,Overall,"7,787","4,979","550,823","12,380,535",4.45%,-2.14%,-0.45%,"42,330",7.68%,-1.11%,-0.71%
2018,State,Wisconsin,Totals,Overall,"22,161","16,051","1,248,105","26,712,259",4.67%,-1.31%,-0.44%,"180,568",14.47%,-3.60%,-1.54%
2018,State,Wyoming,Totals,Overall,"1,953","1,396","99,569","1,882,687",5.29%,-0.77%,-0.35%,"14,508",14.57%,-1.22%,0.09%
2018,State,"American Samoa",Totals,Overall,3,2,28,240,11.67%,8.01%,1.83%,0,0.00%,,0.00%
2018,State,Guam,Totals,Overall,166,108,"1,350","78,607",1.72%,-0.59%,-0.22%,147,10.89%,-0.37%,-0.52%
2018,State,"Northern Mariana Islands",Totals,Overall,25,16,181,"10,462",1.73%,-1.50%,-0.50%,,,,
2018,State,"Puerto Rico",Totals,Overall,"10,388","6,215","336,704","28,099,882",1.20%,-1.37%,-0.14%,"6,914",2.05%,0.43%,-0.15%
2018,State,"Virgin Islands",Totals,Overall,173,105,"2,103","232,355",0.91%,-0.97%,-0.35%,146,6.94%,1.61%,1.02%
2018,State,Alabama,Rural/Urban,Rural,"2,120","1,397","429,622","6,656,126",6.45%,-1.01%,-0.52%,"28,302.5",6.59%,-1.29%,-1.50%
2018,State,Alaska,Rural/Urban,Rural,829,616,"28,757","434,955",6.61%,-1.45%,-0.29%,"6,842",23.79%,1.16%,1.20%
2018,State,Arizona,Rural/Urban,Rural,"1,791","1,304","161,832","2,413,386",6.71%,-1.17%,-0.67%,"25,331.5",15.65%,-0.12%,-1.70%
2018,State,Arkansas,Rural/Urban,Rural,"2,461","1,990","360,774","6,977,190",5.17%,-1.14%,-0.30%,"22,478",6.23%,-1.13%,-1.00%
2018,State,California,Rural/Urban,Rural,"4,514","3,330","431,423","6,406,815",6.73%,-1.64%,-0.52%,"59,606",13.82%,-1.92%,-0.63%
2018,State,Colorado,Rural/Urban,Rural,"2,280","1,757","127,504","2,280,461",5.59%,-1.69%,-0.60%,"17,515",13.74%,-3.00%,-1.21%
2018,State,Connecticut,Rural/Urban,Rural,394,246,"19,506","556,760",3.50%,-1.58%,-0.36%,"2,667.5",13.68%,-2.20%,-1.20%
2018,State,Delaware,Rural/Urban,Rural,500,376,"45,244","948,744",4.77%,-2.54%,-0.62%,"9,304.5",20.57%,-1.27%,-0.33%
2018,State,"District of Columbia",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2018,State,Florida,Rural/Urban,Rural,"1,176",749,"119,956","2,342,182",5.12%,-0.92%,-0.33%,"11,123.5",9.27%,0.23%,-0.08%
2018,State,Georgia,Rural/Urban,Rural,"3,604","2,731","562,155","11,321,226",4.97%,-1.16%,-0.10%,"47,221.5",8.40%,0.18%,0.02%
2018,State,Hawaii,Rural/Urban,Rural,801,590,"45,949","888,739",5.17%,-0.35%,-0.36%,"7,445",16.20%,-2.23%,-1.52%
2018,State,Idaho,Rural/Urban,Rural,"1,369","1,020","112,744","1,866,645",6.04%,-1.43%,-0.43%,"17,623",15.63%,-2.39%,-1.40%
2018,State,Illinois,Rural/Urban,Rural,"3,661","2,825","368,832","8,494,630",4.34%,-0.76%,-0.29%,"38,252.5",10.37%,-1.84%,-0.89%
2018,State,Indiana,Rural/Urban,Rural,"3,498","2,595","378,533","7,846,452",4.82%,-1.60%,-0.40%,"38,098.5",10.06%,-2.33%,-0.59%
2018,State,Iowa,Rural/Urban,Rural,"3,331","2,521","282,404","7,350,072",3.84%,-0.83%,-0.29%,"42,802",15.16%,0.00%,-0.42%
2018,State,Kansas,Rural/Urban,Rural,"2,806","2,210","290,193","5,603,189",5.18%,-1.01%,-0.25%,"44,173.5",15.22%,-0.21%,-0.80%
2018,State,Kentucky,Rural/Urban,Rural,"5,575","3,628","730,822","15,191,527",4.81%,-1.14%,-0.20%,"39,309",5.38%,-1.44%,-0.87%
2018,State,Louisiana,Rural/Urban,Rural,"1,454","1,103","171,135","4,262,207",4.02%,-1.33%,-0.22%,"9,080.5",5.31%,0.27%,-0.59%
2018,State,Maine,Rural/Urban,Rural,"2,366","1,607","168,534","3,394,452",4.96%,-1.25%,-0.56%,"34,663.5",20.57%,1.83%,-0.80%
2018,State,Maryland,Rural/Urban,Rural,635,453,"42,525","1,029,033",4.13%,-1.44%,-0.47%,"6,115",14.38%,-0.41%,0.02%
2018,State,Massachusetts,Rural/Urban,Rural,556,384,"28,093","822,310",3.42%,-1.55%,-0.16%,"4,943.5",17.60%,0.53%,-0.60%
2018,State,Michigan,Rural/Urban,Rural,"5,132","3,850","487,315","8,976,946",5.43%,-2.07%,-0.73%,"73,376",15.06%,-1.60%,-0.11%
2018,State,Minnesota,Rural/Urban,Rural,"3,878","2,984","258,069","6,965,567",3.70%,-1.36%,-0.40%,"35,674",13.82%,-3.86%,-0.98%
2018,State,Mississippi,Rural/Urban,Rural,"4,132","3,172","490,051","10,389,360",4.72%,-1.52%,-0.65%,"36,397",7.43%,0.36%,-0.52%
2018,State,Missouri,Rural/Urban,Rural,"3,741","2,370","527,098","10,470,875",5.03%,-1.15%,-0.29%,"57,449",10.90%,-0.92%,-0.56%
2018,State,Montana,Rural/Urban,Rural,"2,205","1,656","139,283","2,424,433",5.74%,-1.14%,-0.36%,"22,216.5",15.95%,-2.40%,-0.90%
2018,State,Nebraska,Rural/Urban,Rural,"1,976","1,566","174,010","4,135,771",4.21%,-0.72%,-0.18%,"29,345",16.86%,-0.15%,-0.12%
2018,State,Nevada,Rural/Urban,Rural,476,353,"34,140","635,364",5.37%,-2.11%,-0.96%,"3,544.5",10.38%,-0.96%,-0.05%
2018,State,"New Hampshire",Rural/Urban,Rural,"2,930","1,950","103,508","2,668,283",3.88%,-2.28%,-0.31%,"20,066",19.39%,-2.31%,-1.11%
2018,State,"New Jersey",Rural/Urban,Rural,283,169,"25,177","453,586",5.55%,0.93%,0.10%,"5,248.5",20.85%,1.05%,-1.56%
2018,State,"New Mexico",Rural/Urban,Rural,"1,729","1,256","119,126","2,253,943",5.29%,-1.10%,-0.43%,"12,754.5",10.71%,-1.77%,-1.11%
2018,State,"New York",Rural/Urban,Rural,"4,769","3,227","314,949","8,684,926",3.63%,-0.63%,-0.26%,"46,783",14.85%,-1.71%,-0.67%
2018,State,"North Carolina",Rural/Urban,Rural,"5,938","4,668","684,154","14,025,358",4.88%,-1.09%,-0.46%,"67,152.5",9.82%,-1.22%,-1.00%
2018,State,"North Dakota",Rural/Urban,Rural,"1,002",735,"52,330","1,645,704",3.18%,-0.78%,-0.25%,"7,827.5",14.96%,-3.09%,-0.81%
2018,State,Ohio,Rural/Urban,Rural,"6,393","4,575","511,472","13,758,969",3.72%,-1.81%,-0.46%,"48,917",9.56%,-1.68%,-0.90%
2018,State,Oklahoma,Rural/Urban,Rural,"3,519","2,668","418,220","7,090,046",5.90%,-1.27%,-0.49%,"40,887",9.78%,-0.50%,-1.05%
2018,State,Oregon,Rural/Urban,Rural,"3,059","2,245","230,943","4,006,717",5.76%,-1.93%,-0.58%,"28,970",12.54%,-4.33%,-1.39%
2018,State,Pennsylvania,Rural/Urban,Rural,"4,598","3,158","396,727","10,398,223",3.82%,-1.09%,-0.27%,"61,986",15.62%,-1.07%,-0.51%
2018,State,"Rhode Island",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2018,State,"South Carolina",Rural/Urban,Rural,"2,250","1,669","257,573","5,438,155",4.74%,-1.54%,-0.50%,"17,044",6.62%,-0.55%,-0.50%
2018,State,"South Dakota",Rural/Urban,Rural,"1,306",987,"88,811","2,204,913",4.03%,-0.86%,-0.41%,"15,679.5",17.65%,-2.27%,-1.25%
2018,State,Tennessee,Rural/Urban,Rural,"4,385","3,445","707,687","11,409,014",6.20%,-1.04%,-0.54%,"67,794.5",9.58%,-2.42%,-1.38%
2018,State,Texas,Rural/Urban,Rural,"6,454","4,992","617,409","13,781,907",4.48%,-1.34%,-0.16%,"44,984.5",7.29%,0.25%,-0.19%
2018,State,Utah,Rural/Urban,Rural,819,678,"77,214","1,043,816",7.40%,-0.93%,-0.36%,"11,365.5",14.72%,-1.27%,-0.35%
2018,State,Vermont,Rural/Urban,Rural,"1,525","1,015","73,166","1,820,041",4.02%,-1.68%,-0.52%,"15,653.5",21.39%,-1.24%,-0.32%
2018,State,Virginia,Rural/Urban,Rural,"2,525","1,975","268,544","6,512,520",4.12%,-1.77%,-0.51%,"22,380.5",8.33%,-0.69%,-0.42%
2018,State,Washington,Rural/Urban,Rural,"2,235","1,659","173,317","2,734,124",6.34%,-1.33%,-0.48%,"25,130.5",14.50%,-3.15%,-0.64%
2018,State,"West Virginia",Rural/Urban,Rural,"1,826","1,214","161,945","3,916,738",4.13%,-1.79%,-0.32%,"12,707",7.85%,-0.27%,-0.67%
2018,State,Wisconsin,Rural/Urban,Rural,"4,425","3,474","303,299","7,086,042",4.28%,-1.32%,-0.45%,"44,657",14.72%,-4.38%,-1.83%
2018,State,Wyoming,Rural/Urban,Rural,"1,200",871,"62,521","1,153,387",5.42%,-0.68%,-0.43%,"10,147.5",16.23%,-1.12%,-0.06%
2018,State,"American Samoa",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2018,State,Guam,Rural/Urban,Rural,0,0,0,0,,,,0,,,
2018,State,"Northern Mariana Islands",Rural/Urban,Rural,0,0,0,0,,,,,,,
2018,State,"Puerto Rico",Rural/Urban,Rural,125,86,"8,549","591,036",1.45%,-1.39%,-0.34%,140,1.64%,0.67%,-1.36%
2018,State,"Virgin Islands",Rural/Urban,Rural,0,0,0,0,,,,0,,,
2018,State,Alabama,Rural/Urban,Urban,"12,353","8,056","1,486,725","21,117,794",7.04%,-0.84%,-0.22%,"137,344",9.24%,-1.47%,-0.78%
2018,State,Alaska,Rural/Urban,Urban,"1,721","1,176","43,324","807,004",5.37%,-0.86%,-0.72%,"8,408",19.41%,-0.56%,-1.29%
2018,State,Arizona,Rural/Urban,Urban,"23,034","15,714","1,259,409","22,879,474",5.50%,-1.49%,-0.57%,"197,533",15.68%,-1.42%,-0.73%
2018,State,Arkansas,Rural/Urban,Urban,"6,885","5,126","704,280","11,069,736",6.36%,-0.74%,-0.31%,"72,430",10.28%,-0.79%,-0.89%
2018,State,California,Rural/Urban,Urban,"120,058","79,641","5,966,359","132,942,920",4.49%,-0.91%,-0.29%,"730,907.5",12.25%,-0.36%,-0.51%
2018,State,Colorado,Rural/Urban,Urban,"18,828","13,694","922,732","14,882,967",6.20%,-1.50%,-0.54%,"144,549",15.67%,-1.71%,-0.72%
2018,State,Connecticut,Rural/Urban,Urban,"17,343","10,777","579,580","16,262,609",3.56%,-1.04%,-0.30%,"96,394",16.63%,-1.89%,-1.00%
2018,State,Delaware,Rural/Urban,Urban,"3,142","2,176","161,923","3,247,011",4.99%,-1.49%,-0.53%,"32,619.5",20.15%,1.03%,-0.26%
2018,State,"District of Columbia",Rural/Urban,Urban,"4,923","3,146","80,799","2,123,197",3.81%,-0.78%,-0.13%,"10,634.5",13.16%,-0.93%,-0.15%
2018,State,Florida,Rural/Urban,Urban,"73,913","45,154","5,050,319","104,695,021",4.82%,-0.43%,-0.35%,"732,455.5",14.50%,0.76%,-0.14%
2018,State,Georgia,Rural/Urban,Urban,"27,384","18,990","2,082,813","36,768,955",5.66%,-1.13%,-0.33%,"244,630.5",11.75%,0.23%,-0.15%
2018,State,Hawaii,Rural/Urban,Urban,"3,537","2,281","99,896","3,146,959",3.17%,-0.32%,-0.21%,"13,891",13.91%,-0.89%,-0.38%
2018,State,Idaho,Rural/Urban,Urban,"4,488","3,235","310,094","4,639,584",6.68%,-1.27%,-0.56%,"49,393",15.93%,-1.14%,-0.64%
2018,State,Illinois,Rural/Urban,Urban,"44,121","30,258","1,827,305","43,667,122",4.18%,-0.90%,-0.30%,"190,616",10.43%,-1.20%,-0.82%
2018,State,Indiana,Rural/Urban,Urban,"19,078","13,866","1,464,895","26,402,640",5.55%,-1.60%,-0.46%,"171,482.5",11.71%,-2.53%,-0.72%
2018,State,Iowa,Rural/Urban,Urban,"7,695","5,554","389,189","9,543,288",4.08%,-1.10%,-0.34%,"50,074.5",12.87%,-1.59%,-0.60%
2018,State,Kansas,Rural/Urban,Urban,"7,360","5,319","475,963","8,507,808",5.59%,-1.01%,-0.39%,"64,213.5",13.49%,-1.04%,-0.91%
2018,State,Kentucky,Rural/Urban,Urban,"10,878","6,694","856,092","15,246,451",5.62%,-0.96%,0.00%,"80,779.5",9.44%,-2.53%,-0.72%
2018,State,Louisiana,Rural/Urban,Urban,"16,163","11,533","1,257,412","22,445,828",5.60%,-1.03%,-0.24%,"112,203",8.92%,-0.13%,-0.42%
2018,State,Maine,Rural/Urban,Urban,"3,887","2,512","150,655","3,568,962",4.22%,-2.31%,-0.41%,"22,834.5",15.16%,-3.37%,-1.02%
2018,State,Maryland,Rural/Urban,Urban,"23,319","15,635","927,403","18,435,691",5.03%,-1.21%,-0.49%,"168,642.5",18.18%,-0.17%,-0.87%
2018,State,Massachusetts,Rural/Urban,Urban,"35,777","22,953","1,158,315","34,882,810",3.32%,-1.26%,-0.26%,"194,830.5",16.82%,0.01%,-0.18%
2018,State,Michigan,Rural/Urban,Urban,"37,385","27,557","2,328,152","41,778,511",5.57%,-2.01%,-0.76%,"281,231",12.08%,-0.18%,-0.09%
2018,State,Minnesota,Rural/Urban,Urban,"18,981","13,171","673,012","16,072,445",4.19%,-1.33%,-0.42%,"97,222.5",14.45%,-1.11%,-0.42%
2018,State,Mississippi,Rural/Urban,Urban,"5,333","3,989","409,487","7,877,517",5.20%,-1.59%,-0.71%,"37,439",9.14%,-1.10%,-0.58%
2018,State,Missouri,Rural/Urban,Urban,"18,469","11,933","1,296,182","25,507,734",5.08%,-1.12%,-0.30%,"160,692.5",12.40%,-0.98%,-0.71%
2018,State,Montana,Rural/Urban,Urban,"2,030","1,479","110,875","1,943,154",5.71%,-1.16%,-0.17%,"16,667",15.03%,-3.59%,-0.34%
2018,State,Nebraska,Rural/Urban,Urban,"5,332","3,767","242,604","5,573,034",4.35%,-1.01%,-0.23%,"32,271.5",13.30%,-0.51%,-0.13%
2018,State,Nevada,Rural/Urban,Urban,"7,810","5,516","570,012","9,006,538",6.33%,-1.94%,-0.97%,"83,736.5",14.69%,-0.97%,-0.26%
2018,State,"New Hampshire",Rural/Urban,Urban,"3,348","2,156","151,017","3,249,154",4.65%,-1.76%,-0.26%,"33,968.5",22.49%,-0.12%,-0.93%
2018,State,"New Jersey",Rural/Urban,Urban,"31,978","20,231","1,236,126","36,543,857",3.38%,-0.97%,-0.39%,"208,476",16.87%,-1.00%,-0.91%
2018,State,"New Mexico",Rural/Urban,Urban,"5,952","4,090","281,760","5,270,351",5.35%,-1.37%,-0.39%,"32,570",11.56%,-3.20%,-0.72%
2018,State,"New York",Rural/Urban,Urban,"89,751","49,342","2,338,028","91,242,473",2.56%,-0.53%,-0.19%,"358,222",15.32%,-1.09%,-0.45%
2018,State,"North Carolina",Rural/Urban,Urban,"30,918","22,927","2,138,119","39,679,963",5.39%,-1.15%,-0.41%,"307,632",14.39%,-0.44%,-0.42%
2018,State,"North Dakota",Rural/Urban,Urban,"2,024","1,412","84,169","2,171,762",3.88%,-1.45%,-0.40%,"13,084.5",15.55%,-3.32%,-1.23%
2018,State,Ohio,Rural/Urban,Urban,"40,165","27,834","2,182,629","50,244,407",4.34%,-1.64%,-0.43%,"242,999",11.13%,-1.27%,-0.13%
2018,State,Oklahoma,Rural/Urban,Urban,"8,799","6,393","771,934","10,712,950",7.21%,-1.07%,-0.34%,"121,380",15.72%,0.50%,-0.70%
2018,State,Oregon,Rural/Urban,Urban,"14,368","10,102","801,070","13,103,430",6.11%,-1.47%,-0.44%,"118,642.5",14.81%,-4.46%,-1.32%
2018,State,Pennsylvania,Rural/Urban,Urban,"54,187","33,833","2,609,819","65,562,001",3.98%,-1.13%,-0.41%,"411,289.5",15.76%,-0.85%,-0.89%
2018,State,"Rhode Island",Rural/Urban,Urban,"5,031","3,346","184,263","6,155,210",2.99%,-1.23%,-0.27%,"22,321.5",12.11%,-0.93%,-0.65%
2018,State,"South Carolina",Rural/Urban,Urban,"15,088","10,483","1,122,640","21,091,752",5.32%,-1.76%,-0.43%,"130,978.5",11.67%,0.62%,0.05%
2018,State,"South Dakota",Rural/Urban,Urban,"2,118","1,545","100,844","2,141,901",4.71%,-0.99%,-0.39%,"15,945.5",15.81%,-0.79%,0.08%
2018,State,Tennessee,Rural/Urban,Urban,"21,129","15,491","1,773,799","28,816,751",6.16%,-1.33%,-0.50%,"214,778.5",12.11%,-3.36%,-0.89%
2018,State,Texas,Rural/Urban,Urban,"70,002","50,026","4,215,682","81,761,443",5.16%,-1.08%,-0.32%,"408,333",9.69%,0.49%,-0.35%
2018,State,Utah,Rural/Urban,Urban,"8,285","6,211","460,212","6,863,219",6.71%,-1.02%,-0.48%,"69,395.5",15.08%,-0.14%,-0.60%
2018,State,Vermont,Rural/Urban,Urban,"1,241",759,"44,115","874,132",5.05%,-1.76%,-0.55%,"10,834",24.56%,0.58%,0.87%
2018,State,Virginia,Rural/Urban,Urban,"24,936","17,663","1,119,459","24,975,626",4.48%,-1.61%,-0.45%,"155,952",13.93%,0.69%,0.10%
2018,State,Washington,Rural/Urban,Urban,"26,398","18,172","1,285,126","21,984,205",5.85%,-1.15%,-0.49%,"201,335.5",15.67%,-2.63%,-0.92%
2018,State,"West Virginia",Rural/Urban,Urban,"5,960","3,765","388,878","8,463,761",4.59%,-2.32%,-0.52%,"33,192",8.54%,-1.10%,-0.67%
2018,State,Wisconsin,Rural/Urban,Urban,"17,731","12,574","943,825","19,582,770",4.82%,-1.31%,-0.44%,"147,913",15.67%,-3.10%,-1.33%
2018,State,Wyoming,Rural/Urban,Urban,752,525,"37,048","729,287",5.08%,-0.91%,-0.24%,"5,906.5",15.94%,-0.04%,1.51%
2018,State,"American Samoa",Rural/Urban,Urban,0,0,0,0,,,,0,,,
2018,State,Guam,Rural/Urban,Urban,0,0,0,0,,,,0,,,
2018,State,"Northern Mariana Islands",Rural/Urban,Urban,0,0,0,0,,,,,,,
2018,State,"Puerto Rico",Rural/Urban,Urban,"10,263","6,129","328,155","27,508,846",1.19%,-1.38%,-0.14%,"11,149.5",3.40%,0.81%,-0.10%
2018,State,"Virgin Islands",Rural/Urban,Urban,0,0,0,0,,,,0,,,
2017,State,Alabama,Totals,Overall,"14,415","9,932","2,051,853","28,457,799",7.21%,,-0.26%,"191,462",9.33%,,-0.63%
2017,State,Alaska,Totals,Overall,"2,461","1,831","78,398","1,227,513",6.39%,,-0.55%,"15,157",19.33%,,0.04%
2017,State,Arizona,Totals,Overall,"22,950","17,110","1,552,551","25,057,852",6.20%,,-0.39%,"244,929",15.78%,,-0.58%
2017,State,Arkansas,Totals,Overall,"8,989","7,079","1,130,357","18,228,050",6.20%,,-0.19%,"107,547",9.51%,,-0.29%
2017,State,California,Totals,Overall,"119,832","83,794","6,809,889","139,049,933",4.90%,,-0.17%,"807,153",11.85%,,-0.52%
2017,State,Colorado,Totals,Overall,"20,053","15,291","1,127,939","16,928,325",6.66%,,-0.45%,"171,282",15.19%,,-0.77%
2017,State,Connecticut,Totals,Overall,"17,452","11,657","641,082","16,625,633",3.86%,,-0.28%,"102,513",15.99%,,-0.76%
2017,State,Delaware,Totals,Overall,"3,525","2,612","222,382","4,049,166",5.49%,,-0.52%,"43,674",19.64%,,0.52%
2017,State,"District of Columbia",Totals,Overall,"4,806","3,189","80,911","2,050,753",3.95%,,-0.28%,"8,081",9.99%,,-0.68%
2017,State,Florida,Totals,Overall,"70,943","44,992","5,563,648","107,512,457",5.17%,,-0.04%,"775,968",13.95%,,-0.32%
2017,State,Georgia,Totals,Overall,"29,439","21,545","2,783,756","48,296,702",5.76%,,-0.21%,"296,460",10.65%,,0.08%
2017,State,Hawaii,Totals,Overall,"4,278","2,913","155,385","4,028,031",3.86%,,0.01%,"21,270",13.69%,,-0.37%
2017,State,Idaho,Totals,Overall,"5,313","4,167","439,991","6,271,397",7.02%,,-0.30%,"70,992",16.13%,,-0.63%
2017,State,Illinois,Totals,Overall,"46,798","33,519","2,342,537","52,029,841",4.50%,,-0.18%,"235,390",10.05%,,-0.48%
2017,State,Indiana,Totals,Overall,"21,829","16,447","1,999,694","34,301,941",5.83%,,-0.30%,"230,251",11.51%,,-0.84%
2017,State,Iowa,Totals,Overall,"10,773","8,054","724,692","16,885,168",4.29%,,-0.24%,"98,706",13.62%,,-0.46%
2017,State,Kansas,Totals,Overall,"10,019","7,581","817,382","14,198,143",5.76%,,-0.15%,"117,592",14.39%,,-0.48%
2017,State,Kentucky,Totals,Overall,"16,154","10,386","1,649,819","31,027,472",5.32%,,-0.19%,"130,636",7.92%,,-0.57%
2017,State,Louisiana,Totals,Overall,"16,606","12,658","1,493,777","26,797,415",5.57%,,-0.25%,"126,033",8.44%,,-0.24%
2017,State,Maine,Totals,Overall,"6,115","4,322","351,854","6,941,704",5.07%,,-0.51%,"63,897",18.16%,,-0.72%
2017,State,Maryland,Totals,Overall,"23,213","16,575","1,045,696","19,129,487",5.47%,,-0.36%,"183,176",17.52%,,-0.23%
2017,State,Massachusetts,Totals,Overall,"35,678","23,646","1,251,971","35,001,772",3.58%,,-0.34%,"192,973",15.41%,,-0.20%
2017,State,Michigan,Totals,Overall,"41,803","32,411","3,188,318","50,634,396",6.30%,,-0.45%,"383,610",12.03%,,-0.53%
2017,State,Minnesota,Totals,Overall,"22,141","16,126","1,000,691","22,459,302",4.46%,,-0.37%,"136,542",13.64%,,-0.92%
2017,State,Mississippi,Totals,Overall,"9,152","7,104","1,036,180","18,509,858",5.60%,,-0.39%,"86,620",8.36%,,-0.25%
2017,State,Missouri,Totals,Overall,"21,675","14,488","1,961,972","36,564,674",5.37%,,-0.19%,"238,477",12.15%,,-0.17%
2017,State,Montana,Totals,Overall,"3,914","3,041","255,938","4,263,512",6.00%,,-0.36%,"39,523",15.44%,,-1.37%
2017,State,Nebraska,Totals,Overall,"7,066","5,373","437,574","9,734,364",4.50%,,-0.22%,"61,492",14.05%,,-0.24%
2017,State,Nevada,Totals,Overall,"7,913","6,174","695,578","9,615,489",7.23%,,-0.27%,"97,444",14.01%,,-0.49%
2017,State,"New Hampshire",Totals,Overall,"5,989","4,152","264,953","5,784,538",4.58%,,-0.55%,"55,540",20.96%,,0.22%
2017,State,"New Jersey",Totals,Overall,"31,575","20,935","1,385,340","36,549,718",3.79%,,-0.28%,"227,400",16.41%,,-0.16%
2017,State,"New Mexico",Totals,Overall,"7,351","5,421","425,586","7,422,218",5.73%,,-0.52%,"47,515",11.16%,,-1.04%
2017,State,"New York",Totals,Overall,"92,524","53,481","2,789,079","97,934,406",2.85%,,-0.16%,"393,410",14.11%,,-0.46%
2017,State,"North Carolina",Totals,Overall,"35,629","27,910","3,054,934","53,792,182",5.68%,,-0.30%,"402,831",13.19%,,-0.30%
2017,State,"North Dakota",Totals,Overall,"2,942","2,150","148,028","3,785,207",3.91%,,-0.32%,"22,786",15.39%,,-1.84%
2017,State,Ohio,Totals,Overall,"45,376","32,951","2,983,137","64,269,934",4.64%,,-0.44%,"308,861",10.35%,,-0.16%
2017,State,Oklahoma,Totals,Overall,"12,041","9,056","1,267,837","17,893,173",7.09%,,-0.25%,"176,889",13.95%,,-0.26%
2017,State,Oregon,Totals,Overall,"16,408","12,242","1,102,822","16,967,684",6.50%,,-0.47%,"163,165",14.80%,,-1.53%
2017,State,Pennsylvania,Totals,Overall,"57,584","37,743","3,289,886","75,707,853",4.35%,,-0.38%,"516,612",15.70%,,0.00%
2017,State,"Rhode Island",Totals,Overall,"4,960","3,440","205,316","6,298,960",3.26%,,-0.29%,"23,700",11.54%,,-0.38%
2017,State,"South Carolina",Totals,Overall,"15,773","12,072","1,486,821","26,342,610",5.64%,,-0.31%,"151,945",10.22%,,0.01%
2017,State,"South Dakota",Totals,Overall,"3,341","2,526","204,028","4,277,447",4.77%,,-0.32%,"33,219",16.28%,,-0.70%
